Title,Average_Rating,Director,Number_reviews,Release_Date,Actor1,Actor2,Genre1,Genre2
La La Land,4.06,Damien Chazelle,347794,2016,Ryan Gosling,Emma Stone,Drama,Comedy
The King's Speech,3.78,Tom Hooper,14218,2010,Colin Firth,Geoffrey Rush,History,Drama
Spider-Man: No Way Home,3.85,Jon Watts,312330,2021,Tom Holland,Zendaya,Action,Adventure
Dances with Wolves,3.85,Kevin Costner,7572,1990,Kevin Costner,Mary McDonnell,Western,Adventure
Ace in the Hole,4.24,Billy Wilder,7270,1951,Kirk Douglas,Jan Sterling,Drama,
Spotlight,4.08,Tom McCarthy,33988,2015,Mark Ruffalo,Michael Keaton,History,Drama
Black Swan,4.14,Darren Aronofsky,174196,2010,Natalie Portman,Mila Kunis,Drama,Thriller
Touch of Evil,4.17,Orson Welles,10553,1958,Charlton Heston,Janet Leigh,Thriller,Mystery
Aladdin,3.88,Ron Clements,22723,1992,Scott Weinger,Robin Williams,Adventure,Romance
Do the Right Thing,4.4,Spike Lee,49163,1989,Danny Aiello,Spike Lee,Drama,
Planet of the Apes,4,Franklin J. Schaffner,14154,1968,Charlton Heston,Roddy McDowall,Adventure,Drama
The Human Condition I: No Greater Love,4.48,Masaki Kobayashi,3854,1959,Tatsuya Nakadai,Michiyo Aratama,War,Drama
Dersu Uzala,4.22,Akira Kurosawa,3542,1975,Yuriy Solomin,Maksim Munzuk,Drama,Adventure
Sin City,3.67,Robert Rodriguez,12677,2005,Bruce Willis,Jessica Alba,Thriller,Crime
La Dolce Vita,4.27,Federico Fellini,10961,1960,Marcello Mastroianni,Anita Ekberg,Drama,Comedy
Rififi,4.24,Jules Dassin,5184,1955,Jean Servais,Carl Möhner,Crime,Drama
Dogville,4.13,Lars von Trier,13292,2003,Nicole Kidman,Paul Bettany,Crime,Thriller
Gandhi,3.71,Richard Attenborough,3257,1982,Ben Kingsley,Candice Bergen,History,Drama
Room,3.98,Lenny Abrahamson,36716,2015,Brie Larson,Jacob Tremblay,Drama,Thriller
Young Frankenstein,4.01,Mel Brooks,17803,1974,Gene Wilder,Teri Garr,Comedy,
Wild Tales,4.12,Damián Szifron,19058,2014,Ricardo Darín,Leonardo Sbaraglia,Comedy,Drama
The Cabinet of Dr. Caligari,4.07,Robert Wiene,25784,1920,Werner Krauß,Conrad Veidt,Crime,Drama
Children of Heaven,4.1,Majid Majidi,2579,1997,Reza Naji,Amir Farrokh Hashemian,Family,Drama
Her,4.03,Spike Jonze,144981,2013,Joaquin Phoenix,Scarlett Johansson,Science Fiction,Drama
The Help,3.82,Tate Taylor,24142,2011,Emma Stone,Viola Davis,Drama,
Titanic,3.8,James Cameron,102165,1997,Leonardo DiCaprio,Kate Winslet,Drama,Romance
Kill Bill: Vol. 2,4.05,Quentin Tarantino,54719,2004,Uma Thurman,David Carradine,Thriller,Action
Roman Holiday,4.13,William Wyler,22088,1953,Audrey Hepburn,Gregory Peck,Romance,Drama
Who's Afraid of Virginia Woolf?,4.24,Mike Nichols,10815,1966,Richard Burton,Elizabeth Taylor,Drama,
Wings of Desire,4.3,Wim Wenders,18275,1987,Bruno Ganz,Solveig Dommartin,Drama,Romance
Chungking Express,4.3,Wong Kar-wai,90716,1994,Takeshi Kaneshiro,Brigitte Lin,Comedy,Drama
Mulholland Drive,4.25,David Lynch,101848,2001,Naomi Watts,Laura Harring,Mystery,Drama
The Revenant,3.86,Alejandro González Iñárritu,41534,2015,Leonardo DiCaprio,Tom Hardy,Western,Adventure
Warrior,4,Gavin O'Connor,14792,2011,Joel Edgerton,Tom Hardy,Action,Drama
E.T. the Extra-Terrestrial,3.85,Steven Spielberg,35949,1982,Henry Thomas,Drew Barrymore,Science Fiction,Fantasy
The Bourne Ultimatum,3.7,Paul Greengrass,10152,2007,Matt Damon,Julia Stiles,Action,Mystery
Klaus,4.12,Sergio Pablos,54857,2019,Jason Schwartzman,J.K. Simmons,Comedy,Adventure
Rush,3.79,Ron Howard,19828,2013,Chris Hemsworth,Daniel Brühl,Drama,Action
Rocco and His Brothers,4.27,Luchino Visconti,3515,1960,Alain Delon,Renato Salvatori,Romance,Crime
High Noon,3.96,Fred Zinnemann,8322,1952,Gary Cooper,Thomas Mitchell,Drama,Western
Mary and Max,4.22,Adam Elliot,12415,2009,Toni Collette,Philip Seymour Hoffman,Animation,Comedy
Le Samouraï,4.25,Jean-Pierre Melville,19498,1967,Alain Delon,François Périer,Crime,Drama
La Strada,4.16,Federico Fellini,7817,1954,Anthony Quinn,Giulietta Masina,Drama,
Close-Up,4.41,Abbas Kiarostami,15681,1990,Hossain Sabzian,Monoochehr Ahankhah,Drama,Crime
A Woman Under the Influence,4.38,John Cassavetes,16495,1974,Gena Rowlands,Peter Falk,Drama,
Portrait of a Lady on Fire,4.43,Céline Sciamma,139524,2019,Noémie Merlant,Adèle Haenel,Drama,Romance
Rio Bravo,4.15,Howard Hawks,7612,1959,John Wayne,Dean Martin,Western,Drama
White Heat,4.08,Raoul Walsh,2536,1949,James Cagney,Virginia Mayo,Drama,Thriller
Hacksaw Ridge,3.88,Mel Gibson,36624,2016,Andrew Garfield,Sam Worthington,War,Drama
Castle in the Sky,4.04,Hayao Miyazaki,34449,1986,Keiko Yokozawa,Mayumi Tanaka,Fantasy,Adventure
Brazil,4.1,Terry Gilliam,23353,1985,Jonathan Pryce,Kim Greist,Science Fiction,Comedy
JFK,4.01,Oliver Stone,15292,1991,Kevin Costner,Tommy Lee Jones,Drama,History
"Crouching Tiger, Hidden Dragon",4.04,Ang Lee,21845,2000,Chow Yun-fat,Michelle Yeoh,Drama,Romance
Raise the Red Lantern,4.28,Zhang Yimou,4287,1991,Gong Li,Ma Jingwu,Drama,
The Avengers,3.63,Joss Whedon,59753,2012,Robert Downey Jr.,Chris Evans,Science Fiction,Adventure
In the Name of the Father,4.11,Jim Sheridan,5231,1993,Daniel Day-Lewis,Pete Postlethwaite,Drama,
Avatar,3.55,James Cameron,111288,2009,Sam Worthington,Zoe Saldaña,Fantasy,Science Fiction
Viridiana,4.08,Luis Buñuel,3747,1961,Silvia Pinal,Francisco Rabal,Drama,
The Hustler,4.08,Robert Rossen,6130,1961,Paul Newman,Jackie Gleason,Romance,Drama
Blade Runner 2049,4.13,Denis Villeneuve,147940,2017,Ryan Gosling,Harrison Ford,Science Fiction,Drama
Casino Royale,4,Martin Campbell,50777,2006,Daniel Craig,Eva Green,Thriller,Action
Being There,4.06,Hal Ashby,7693,1979,Peter Sellers,Shirley MacLaine,Comedy,Drama
Brief Encounter,4.3,David Lean,14895,1945,Celia Johnson,Trevor Howard,Romance,Drama
Infernal Affairs,4.01,Andrew Lau Wai-Keung,9050,2002,Andy Lau,Tony Leung Chiu-wai,Thriller,Mystery
What Ever Happened to Baby Jane?,4.15,Robert Aldrich,13830,1962,Bette Davis,Joan Crawford,Thriller,Drama
Boyhood,3.82,Richard Linklater,38056,2014,Ellar Coltrane,Patricia Arquette,Drama,
Anatomy of a Murder,4.21,Otto Preminger,8296,1959,James Stewart,Lee Remick,Crime,Drama
Zootopia,3.69,Byron Howard,47009,2016,Jason Bateman,Ginnifer Goodwin,Animation,Comedy
Army of Shadows,4.32,Jean-Pierre Melville,4810,1969,Lino Ventura,Paul Meurisse,History,War
"Spring, Summer, Fall, Winter... and Spring",4.19,Kim Ki-duk,4520,2003,Oh Young-soo,Kim Ki-duk,Drama,
Nausicaä of the Valley of the Wind,4.14,Hayao Miyazaki,35163,1984,Sumi Shimamoto,Ichiro Nagai,Adventure,Animation
The Last Picture Show,4.18,Peter Bogdanovich,11850,1971,Timothy Bottoms,Cybill Shepherd,Drama,
Kind Hearts and Coronets,4.03,Robert Hamer,2653,1949,Dennis Price,Alec Guinness,Drama,Crime
Shaun of the Dead,3.98,Edgar Wright,59920,2004,Simon Pegg,Nick Frost,Comedy,Horror
Aparajito,4.21,Satyajit Ray,3064,1956,Karuna Banerjee,Smaran Ghosal,Drama,
This Is Spinal Tap,3.95,Rob Reiner,15859,1984,Christopher Guest,Michael McKean,Comedy,Music
Nosferatu,3.89,F. W. Murnau,30444,1922,Max Schreck,Gustav von Wangenheim,Horror,
The Nightmare Before Christmas,3.95,Henry Selick,79581,1993,Danny Elfman,Chris Sarandon,Family,Animation
Shrek,4.06,Andrew Adamson,71673,2001,Mike Myers,Eddie Murphy,Adventure,Fantasy
Children of Men,4.3,Alfonso Cuarón,48070,2006,Clive Owen,Julianne Moore,Action,Drama
Safety Last!,4.09,Fred C. Newmeyer,7055,1923,Harold Lloyd,Mildred Davis,Romance,Thriller
Let the Right One In,4.05,Tomas Alfredson,16312,2008,Kåre Hedebrant,Lina Leandersson,Horror,Drama
Big Fish,3.88,Tim Burton,26282,2003,Ewan McGregor,Albert Finney,Drama,Adventure
Notorious,4.08,Alfred Hitchcock,11538,1946,Cary Grant,Ingrid Bergman,Thriller,Mystery
Perfect Blue,4.4,Satoshi Kon,102450,1997,Junko Iwao,Rica Matsumoto,Thriller,Animation
Yi Yi,4.54,Edward Yang,19867,2000,Wu Nien-jen,Issey Ogata,Drama,
Persepolis,4.17,Vincent Paronnaud,11851,2007,Chiara Mastroianni,Danielle Darrieux,Animation,Drama
Boogie Nights,4.22,Paul Thomas Anderson,64173,1997,Mark Wahlberg,Julianne Moore,Drama,
Strangers on a Train,4.05,Alfred Hitchcock,14145,1951,Farley Granger,Ruth Roman,Crime,Thriller
Harold and Maude,4.1,Hal Ashby,18476,1971,Ruth Gordon,Bud Cort,Drama,Comedy
All the President's Men,4.15,Alan J. Pakula,18864,1976,Dustin Hoffman,Robert Redford,Thriller,Mystery
District 9,3.8,Neill Blomkamp,20423,2009,Sharlto Copley,Jason Cope,Science Fiction,
Sweet Smell of Success,4.23,Alexander Mackendrick,9139,1957,Tony Curtis,Burt Lancaster,Drama,
Mirror,4.34,Andrei Tarkovsky,22673,1975,Margarita Terekhova,Ignat Daniltsev,History,Drama
Paper Moon,4.32,Peter Bogdanovich,12681,1973,Tatum O'Neal,Ryan O'Neal,Drama,Crime
The Searchers,3.93,John Ford,13760,1956,John Wayne,Jeffrey Hunter,Western,
The Martian,3.74,Ridley Scott,44170,2015,Matt Damon,Jessica Chastain,Drama,Science Fiction
Edward Scissorhands,3.86,Tim Burton,51385,1990,Johnny Depp,Winona Ryder,Drama,Romance
Toy Story 2,3.93,John Lasseter,30561,1999,Tom Hanks,Tim Allen,Family,Animation
King Kong,3.87,Merian C. Cooper,12102,1933,Robert Armstrong,Fay Wray,Adventure,Fantasy
The Big Sleep,3.97,Howard Hawks,9667,1946,Humphrey Bogart,Lauren Bacall,Thriller,Crime
The Straight Story,4.11,David Lynch,13030,1999,Richard Farnsworth,Sissy Spacek,Drama,
Arrival,4.11,Denis Villeneuve,127894,2016,Amy Adams,Jeremy Renner,Science Fiction,Mystery
The Exterminating Angel,4.16,Luis Buñuel,6512,1962,Silvia Pinal,Jacqueline Andere,Drama,Comedy
Spartacus,3.83,Stanley Kubrick,8835,1960,Kirk Douglas,Laurence Olivier,Drama,Adventure
The Wild Bunch,4.07,Sam Peckinpah,7990,1969,William Holden,Ernest Borgnine,Western,
The Philadelphia Story,3.99,George Cukor,12492,1940,Cary Grant,Katharine Hepburn,Romance,Comedy
The Blues Brothers,3.96,John Landis,17642,1980,Dan Aykroyd,John Belushi,Comedy,Action
Hamilton,4.16,Thomas Kail,62206,2020,Lin-Manuel Miranda,Leslie Odom Jr.,History,Drama
The Father,4.29,Florian Zeller,55519,2020,Anthony Hopkins,Olivia Colman,Drama,
A Streetcar Named Desire,4,Elia Kazan,13479,1951,Vivien Leigh,Kim Hunter,Drama,
Iron Man,3.68,Jon Favreau,59997,2008,Robert Downey Jr.,Terrence Howard,Adventure,Science Fiction
Harry Potter and the Prisoner of Azkaban,4.08,Alfonso Cuarón,100501,2004,Daniel Radcliffe,Rupert Grint,Fantasy,Adventure
Neon Genesis Evangelion: The End of Evangelion,4.46,Hideaki Anno,47257,1997,Megumi Ogata,Megumi Hayashibara,Science Fiction,Drama
Pink Floyd: The Wall,4.08,Alan Parker,11791,1982,Bob Geldof,Christine Hargreaves,Music,Drama
Out of the Past,4.1,Jacques Tourneur,7114,1947,Robert Mitchum,Jane Greer,Thriller,Romance
A Face in the Crowd,4.16,Elia Kazan,4378,1957,Andy Griffith,Patricia Neal,Drama,
I Am a Fugitive from a Chain Gang,4.06,Mervyn LeRoy,1629,1932,Paul Muni,Glenda Farrell,Crime,Drama
Fitzcarraldo,4.13,Werner Herzog,6837,1982,Klaus Kinski,Claudia Cardinale,Drama,Adventure
Ford v Ferrari,3.94,James Mangold,62762,2019,Christian Bale,Matt Damon,Drama,Action
The Pinchcliffe Grand Prix,3.86,Ivo Caprino,769,1975,Frank Robert,Kari Simonsen,Family,Adventure
The Virgin Spring,4.13,Ingmar Bergman,4708,1960,Max von Sydow,Birgitta Valberg,Drama,Horror
The Human Condition II: Road to Eternity,4.4,Masaki Kobayashi,2615,1959,Tatsuya Nakadai,Michiyo Aratama,History,Drama
The Diving Bell and the Butterfly,4.1,Julian Schnabel,3216,2007,Mathieu Amalric,Emmanuelle Seigner,Drama,History
The Shop Around the Corner,4.15,Ernst Lubitsch,12714,1940,James Stewart,Margaret Sullavan,Drama,Romance
Autumn Sonata,4.45,Ingmar Bergman,16210,1978,Ingrid Bergman,Liv Ullmann,Drama,
Almost Famous,4.03,Cameron Crowe,58988,2000,Patrick Fugit,Kate Hudson,Drama,Music
Battleship Potemkin,4,Sergei Eisenstein,12112,1925,Aleksandr Antonov,Vladimir Barsky,History,War
Cries and Whispers,4.2,Ingmar Bergman,8963,1972,Liv Ullmann,Ingrid Thulin,Drama,
Secrets & Lies,4.23,Mike Leigh,5844,1996,Brenda Blethyn,Marianne Jean-Baptiste,Drama,
"Rome, Open City",4.14,Roberto Rossellini,5702,1945,Aldo Fabrizi,Anna Magnani,War,Drama
The Killing,3.99,Stanley Kubrick,16635,1956,Sterling Hayden,Coleen Gray,Thriller,Crime
The Circus,4.03,Charlie Chaplin,3769,1928,Charlie Chaplin,Al Ernest Garcia,Romance,Comedy
Lagaan: Once Upon a Time in India,3.85,Ashutosh Gowariker,2356,2001,Aamir Khan,Gracy Singh,Drama,Adventure
Fantastic Mr. Fox,4.27,Wes Anderson,195276,2009,George Clooney,Meryl Streep,Family,Adventure
The Manchurian Candidate,3.98,John Frankenheimer,5806,1962,Frank Sinatra,Laurence Harvey,Thriller,Drama
Patton,3.87,Franklin J. Schaffner,3451,1970,George C. Scott,Stephen Young,Drama,History
Dune,3.89,Denis Villeneuve,313207,2021,Timothée Chalamet,Rebecca Ferguson,Science Fiction,Adventure
Rope,4.13,Alfred Hitchcock,32394,1948,James Stewart,John Dall,Crime,Drama
A Matter of Life and Death,4.23,Emeric Pressburger,8566,1946,David Niven,Kim Hunter,Comedy,Romance
Talk to Her,3.9,Pedro Almodóvar,8561,2002,Leonor Watling,Rosario Flores,Romance,Drama
Faust,4.08,F. W. Murnau,3363,1926,Gösta Ekman,Emil Jannings,Fantasy,Drama
Soul,3.94,Pete Docter,137897,2020,Jamie Foxx,Tina Fey,Family,Animation
Ghost in the Shell,4.08,Mamoru Oshii,30275,1995,Atsuko Tanaka,Akio Otsuka,Animation,Science Fiction
The Imitation Game,3.79,Morten Tyldum,35408,2014,Benedict Cumberbatch,Keira Knightley,Drama,Thriller
Doctor Zhivago,3.92,David Lean,4634,1965,Omar Sharif,Julie Christie,War,Drama
The Leopard,4.11,Luchino Visconti,4135,1963,Burt Lancaster,Claudia Cardinale,Drama,
Amour,4.21,Michael Haneke,11143,2012,Jean-Louis Trintignant,Emmanuelle Riva,Drama,Romance
Papillon,3.95,Franklin J. Schaffner,2604,1973,Steve McQueen,Dustin Hoffman,Crime,Drama
The Social Network,3.95,David Fincher,161092,2010,Jesse Eisenberg,Andrew Garfield,Drama,
Hachi: A Dog's Tale,3.73,Lasse Hallström,9901,2009,Richard Gere,Joan Allen,Drama,Family
The Artist,3.76,Michel Hazanavicius,10380,2011,Jean Dujardin,Bérénice Bejo,Comedy,Romance
Au Revoir les Enfants,4.17,Louis Malle,3756,1987,Gaspard Manesse,Raphael Fejtö,Drama,War
Mystic River,3.83,Clint Eastwood,22384,2003,Sean Penn,Tim Robbins,Thriller,Mystery
Dancer in the Dark,4.17,Lars von Trier,19757,2000,Björk,Catherine Deneuve,Drama,Crime
Laura,4.03,Otto Preminger,8702,1944,Gene Tierney,Dana Andrews,Mystery,Drama
In the Heat of the Night,4.02,Norman Jewison,9658,1967,Sidney Poitier,Rod Steiger,Mystery,Drama
The Rules of the Game,4.08,Jean Renoir,7066,1939,Marcel Dalio,Nora Gregor,Drama,Comedy
Ivan's Childhood,4.18,Andrei Tarkovsky,9242,1962,Nikolay Burlyaev,Valentin Zubkov,War,Drama
Ghostbusters,3.76,Ivan Reitman,33787,1984,Bill Murray,Dan Aykroyd,Comedy,Fantasy
The Conversation,4.17,Francis Ford Coppola,21113,1974,Gene Hackman,John Cazale,Drama,Crime
The Adventures of Robin Hood,3.84,Michael Curtiz,4867,1938,Errol Flynn,Olivia de Havilland,History,Adventure
Manhattan,3.92,Woody Allen,11976,1979,Woody Allen,Diane Keaton,Comedy,Drama
Fiddler on the Roof,4.04,Norman Jewison,4944,1971,Topol,Norma Crane,Drama,Romance
Farewell My Concubine,4.27,Chen Kaige,5319,1992,Leslie Cheung,Zhang Fengyi,Drama,
A Fistful of Dollars,3.95,Sergio Leone,20248,1964,Clint Eastwood,Marianne Koch,Western,
Mary Poppins,3.88,Robert Stevenson,12943,1964,Julie Andrews,Dick Van Dyke,Family,Comedy
Night of the Living Dead,3.97,George A. Romero,34405,1968,Judith O'Dea,Duane Jones,Thriller,Science Fiction
Departures,4.02,Yojiro Takita,2144,2008,Masahiro Motoki,Ryoko Hirosue,Drama,
Ip Man,3.9,Wilson Yip,8109,2008,Donnie Yen,Simon Yam,Drama,Action
In Bruges,4.1,Martin McDonagh,47449,2008,Colin Farrell,Brendan Gleeson,Drama,Comedy
Arsenic and Old Lace,3.91,Frank Capra,7064,1944,Cary Grant,Priscilla Lane,Crime,Comedy
Amarcord,4.09,Federico Fellini,6015,1973,Bruno Zanin,Armando Brancia,Drama,Comedy
Ferris Bueller's Day Off,3.92,John Hughes,71680,1986,Matthew Broderick,Alan Ruck,Comedy,
Midnight Cowboy,4.12,John Schlesinger,18570,1969,Jon Voight,Dustin Hoffman,Drama,
Guardians of the Galaxy,3.78,James Gunn,82716,2014,Chris Pratt,Zoe Saldaña,Adventure,Action
Day for Night,4.16,François Truffaut,6073,1973,Jacqueline Bisset,Jean-Pierre Léaud,Comedy,Drama
Make Way for Tomorrow,4.22,Leo McCarey,3521,1937,Victor Moore,Beulah Bondi,Romance,Drama
Beauty and the Beast,4.06,Jean Cocteau,6083,1946,Jean Marais,Josette Day,Fantasy,Drama
Dawn of the Dead,3.97,George A. Romero,19145,1978,David Emge,Ken Foree,Horror,
My Fair Lady,3.59,George Cukor,9671,1964,Audrey Hepburn,Rex Harrison,Drama,Comedy
Like Stars on Earth,3.91,Aamir Khan,3318,2007,Darsheel Safary,Aamir Khan,Drama,
The Breakfast Club,3.75,John Hughes,81963,1985,Emilio Estevez,Judd Nelson,Drama,Comedy
Hiroshima Mon Amour,4.18,Alain Resnais,14822,1959,Emmanuelle Riva,Eiji Okada,Drama,Romance
In a Lonely Place,4.19,Nicholas Ray,10638,1950,Humphrey Bogart,Gloria Grahame,Romance,Mystery
My Man Godfrey,3.93,Gregory La Cava,5029,1936,William Powell,Carole Lombard,Romance,Comedy
Sullivan's Travels,3.99,Preston Sturges,5721,1941,Joel McCrea,Veronica Lake,Comedy,Romance
Bringing Up Baby,3.98,Howard Hawks,15161,1938,Katharine Hepburn,Cary Grant,Drama,Romance
The Ox-Bow Incident,4.1,William A. Wellman,2786,1943,Henry Fonda,Harry Morgan,Western,Drama
"4 Months, 3 Weeks and 2 Days",4.22,Cristian Mungiu,4889,2007,Anamaria Marinca,Laura Vasiliu,Drama,
Duck Soup,3.93,Leo McCarey,7333,1933,Groucho Marx,Harpo Marx,War,Comedy
True Romance,3.93,Tony Scott,24225,1993,Christian Slater,Patricia Arquette,Romance,Crime
His Girl Friday,4.04,Howard Hawks,16533,1940,Rosalind Russell,Cary Grant,Romance,Comedy
The Conformist,4.18,Bernardo Bertolucci,7587,1970,Jean-Louis Trintignant,Stefania Sandrelli,Drama,
I Am Cuba,4.35,Mikhail Kalatozov,4182,1964,Sergio Corrieri,Salvador Wood,Drama,
Ali: Fear Eats the Soul,4.17,Rainer Werner Fassbinder,8044,1974,Brigitte Mira,El Hedi ben Salem,Drama,Romance
The Lost Weekend,3.96,Billy Wilder,4236,1945,Ray Milland,Jane Wyman,Drama,
All About My Mother,4.14,Pedro Almodóvar,20875,1999,Cecilia Roth,Marisa Paredes,Comedy,Drama
Star Trek,3.62,J.J. Abrams,17127,2009,Chris Pine,Zachary Quinto,Science Fiction,Action
"Aguirre, the Wrath of God",4.13,Werner Herzog,13871,1972,Klaus Kinski,Helena Rojo,History,Action
The King of Comedy,4.24,Martin Scorsese,47337,1982,Robert De Niro,Jerry Lewis,Comedy,Drama
Drive,3.94,Nicolas Winding Refn,142188,2011,Ryan Gosling,Carey Mulligan,Thriller,Drama
Cabaret,4.08,Bob Fosse,15745,1972,Liza Minnelli,Michael York,Romance,Drama
Stalag 17,3.98,Billy Wilder,2716,1953,Robert Strauss,William Holden,Drama,Comedy
The Life and Death of Colonel Blimp,4.21,Emeric Pressburger,3794,1943,Roger Livesey,Deborah Kerr,War,Drama
Trouble in Paradise,4.09,Ernst Lubitsch,4802,1932,Herbert Marshall,Kay Francis,Comedy,Romance
The Bourne Identity,3.72,Doug Liman,19531,2002,Matt Damon,Franka Potente,Drama,Action
Blue Velvet,4.1,David Lynch,65639,1986,Kyle MacLachlan,Isabella Rossellini,Thriller,Crime
Everything Everywhere All at Once,4.32,Daniel Scheinert,562643,2022,Michelle Yeoh,Stephanie Hsu,Science Fiction,Action
Brokeback Mountain,4.1,Ang Lee,98360,2005,Heath Ledger,Jake Gyllenhaal,Romance,Drama
Winter Light,4.23,Ingmar Bergman,7876,1963,Gunnar Björnstrand,Ingrid Thulin,Drama,
The Thin Man,3.94,W.S. Van Dyke,6392,1934,William Powell,Myrna Loy,Mystery,Comedy
Ballad of a Soldier,4.07,Grigoriy Chukhray,1021,1959,Vladimir Ivashov,Zhanna Prokhorenko,Romance,War
Lost in Translation,3.85,Sofia Coppola,94925,2003,Bill Murray,Scarlett Johansson,Drama,Romance
Scent of a Woman,3.86,Martin Brest,14826,1992,Chris O'Donnell,Al Pacino,Drama,Romance
Winter Sleep,4.15,Nuri Bilge Ceylan,3394,2014,Haluk Bilginer,Melisa Sözen,Drama,
Predator,3.79,John McTiernan,38122,1987,Arnold Schwarzenegger,Carl Weathers,Thriller,Science Fiction
Life of Pi,3.71,Ang Lee,20419,2012,Suraj Sharma,Irrfan Khan,Drama,Adventure
A Brighter Summer Day,4.49,Edward Yang,11555,1991,Chang Chen,Lisa Yang,Drama,Crime
Ed Wood,4.06,Tim Burton,12873,1994,Johnny Depp,Martin Landau,Comedy,Drama
Song of the Sea,4.18,Tomm Moore,10038,2014,David Rawle,Lucy O'Connell,Fantasy,Animation
The Untouchables,3.82,Brian De Palma,18067,1987,Kevin Costner,Sean Connery,History,Thriller
Days of Heaven,4.11,Terrence Malick,19592,1978,Richard Gere,Brooke Adams,Romance,Drama
Wolf Children,4.09,Mamoru Hosoda,8189,2012,Haru Kuroki,Yukito Nishii,Fantasy,Animation
La Notte,4.25,Michelangelo Antonioni,7576,1961,Marcello Mastroianni,Jeanne Moreau,Drama,Romance
Hero,3.95,Zhang Yimou,8500,2002,Jet Li,Tony Leung Chiu-wai,Drama,Adventure
Moonrise Kingdom,4.02,Wes Anderson,79869,2012,Jared Gilman,Kara Hayward,Romance,Drama
Before Midnight,4.08,Richard Linklater,58195,2013,Ethan Hawke,Julie Delpy,Drama,Romance
Satantango,4.36,Béla Tarr,6950,1994,Mihály Víg,Putyi Horváth,Drama,
Willy Wonka & the Chocolate Factory,3.81,Mel Stuart,34085,1971,Gene Wilder,Peter Ostrum,Comedy,Family
Call Me by Your Name,3.86,Luca Guadagnino,183956,2017,Timothée Chalamet,Armie Hammer,Romance,Drama
The Phantom Carriage,4.07,Victor Sjöström,4905,1921,Victor Sjöström,Hilda Borgström,Fantasy,Drama
Shadow of a Doubt,3.95,Alfred Hitchcock,9010,1943,Teresa Wright,Joseph Cotten,Thriller,
Little Miss Sunshine,4.16,Jonathan Dayton,148519,2006,Greg Kinnear,Toni Collette,Drama,Comedy
